,POSTAL,LATITUDE,LONGITUDE,chinese,malay,indian,hdb_town
3710,650403,1.36514040189139,103.744865126672,0,0,0,BUKIT BATOK
3711,680403,1.37949409265012,103.73888752547,0,0,0,CHOA CHU KANG
3712,530403,1.37464202327741,103.896353833316,0,0,0,HOUGANG
3713,640403,1.35383921849512,103.721479697852,0,0,0,JURONG WEST
3714,600403,1.32032964075934,103.74939013157,0,0,0,JURONG EAST
3715,550403,1.34648328086048,103.872494023433,0,0,0,SERANGOON
3716,570403,1.3628703224303,103.833604034312,0,0,0,BISHAN
3717,520403,1.35751161946385,103.944917908671,0,1,0,TAMPINES
3718,730403,1.4307084711762,103.772261360021,0,0,0,WOODLANDS
3719,760403,1.42693726397599,103.848553174584,0,0,0,YISHUN
3720,791403,1.3889306090651,103.873208570293,0,0,1,SENGKANG
3721,792403,1.38879143490193,103.872979832028,0,0,0,SENGKANG
3722,793403,1.38831848133702,103.87293569738,0,0,0,SENGKANG
3723,794403,1.38821938378892,103.873178887951,0,0,0,SENGKANG
3724,460404,1.32937492395032,103.933926939087,0,0,0,BEDOK
3725,650404,1.36551707909265,103.745143912983,0,0,0,BUKIT BATOK
3726,680404,1.38012964850802,103.738888788773,0,0,0,CHOA CHU KANG
3727,670404,1.38063876738095,103.767550485267,0,0,0,BUKIT PANJANG
3728,530404,1.37384186784809,103.895829596218,0,0,0,HOUGANG
3729,640404,1.35392289168913,103.722505715191,0,0,0,JURONG WEST
3730,600404,1.31981661286798,103.749283319022,0,0,0,JURONG EAST
3731,570404,1.36266292719983,103.834267527044,0,0,0,BISHAN
3732,520404,1.35776235688622,103.944363237775,0,1,0,TAMPINES
3733,730404,1.43035044236451,103.77225886776,0,1,0,WOODLANDS
3734,760404,1.42657680751384,103.84814422982,0,0,1,YISHUN
3735,792404,1.38829654333715,103.873546044227,0,0,0,SENGKANG
3736,750405,1.45329835117102,103.816138602463,0,0,1,SEMBAWANG
3737,560405,1.36157912717139,103.853805386957,0,0,0,ANG MO KIO
3738,460405,1.32871338222698,103.93409540275,1,0,0,BEDOK
3739,650405,1.36576439078241,103.745399255467,0,0,0,BUKIT BATOK
3740,680405,1.38021754622899,103.739453325086,0,0,0,CHOA CHU KANG
3741,670405,1.38125366450287,103.767257123254,0,0,0,BUKIT PANJANG
3742,640405,1.35422127854017,103.721439265395,0,1,0,JURONG WEST
3743,510405,1.37362250241917,103.955932241638,0,1,0,PASIR RIS
3744,600405,1.31923420667707,103.749654325298,0,0,0,JURONG EAST
3745,570405,1.36285292193014,103.834739503381,1,0,0,BISHAN
3746,520405,1.35780969729527,103.944917697684,0,1,0,TAMPINES
3747,730405,1.42999456166439,103.772261359583,0,0,0,WOODLANDS
3748,760405,1.42684012912743,103.849273522587,0,0,1,YISHUN
3749,791405,1.38882291640561,103.873859040678,0,0,0,SENGKANG
3750,792405,1.38900200354175,103.873670202802,0,0,0,SENGKANG
3751,793405,1.3891946666414,103.873437402619,0,0,1,SENGKANG
3752,560406,1.36200453938712,103.853879910407,0,1,1,ANG MO KIO
3753,460406,1.32822550655778,103.934469289425,0,0,0,BEDOK
3754,650406,1.36517826718432,103.745813150204,0,0,0,BUKIT BATOK
3755,670406,1.38185025770492,103.767573058956,0,0,0,BUKIT PANJANG
3756,530406,1.3736394979687,103.896187663804,0,0,0,HOUGANG
3757,640406,1.35431434826725,103.722395947126,0,0,0,JURONG WEST
3758,600406,1.318821472571,103.74922637213,0,0,0,JURONG EAST
3759,550406,1.34765204915862,103.873129208866,0,0,0,SERANGOON
3760,750406,1.45292980520031,103.816977584813,0,0,1,SEMBAWANG
3761,570406,1.36294455374689,103.834093500169,0,0,0,BISHAN
3762,520406,1.35783243904096,103.945773504554,0,1,0,TAMPINES
3763,730406,1.42940389596979,103.772728145323,0,0,1,WOODLANDS
3764,791406,1.38801898266423,103.87429503286,0,0,0,SENGKANG
3765,792406,1.38842869026139,103.87432292478,0,0,0,SENGKANG
3766,793406,1.38867904803847,103.874702601249,0,0,0,SENGKANG
3767,560407,1.36191347249961,103.855247666901,0,0,0,ANG MO KIO
3768,460407,1.32846320022376,103.933682843781,1,0,0,BEDOK
3769,650407,1.36485171911506,103.745814559435,0,0,0,BUKIT BATOK
3770,680407,1.38041759813853,103.740828418583,0,0,0,CHOA CHU KANG
3771,670407,1.38144471081245,103.768305890206,0,0,0,BUKIT PANJANG
3772,530407,1.3729650974742,103.895673302556,1,0,0,HOUGANG
3773,640407,1.35489444765725,103.721256064307,0,0,0,JURONG WEST
3774,510407,1.37362757229605,103.954517357402,0,1,0,PASIR RIS
3775,750407,1.45332598016276,103.816840072575,0,0,1,SEMBAWANG
3776,550407,1.34718613034606,103.872968182223,0,0,0,SERANGOON
3777,570407,1.36345320627772,103.834214627275,1,0,0,BISHAN
3778,520407,1.35819601830911,103.945015695225,0,1,0,TAMPINES
3779,760407,1.42590713399828,103.848169903152,0,0,0,YISHUN
3780,792407,1.38899739157777,103.875147967354,0,0,0,SENGKANG
3781,560408,1.36209053459188,103.854587757902,0,0,0,ANG MO KIO
3782,460408,1.32852320209845,103.932856033158,0,0,0,BEDOK
3783,670408,1.38180582760627,103.76886288818,0,0,0,BUKIT PANJANG
3784,530408,1.37332612525415,103.895386227354,1,0,0,HOUGANG
3785,510408,1.37317836515425,103.953731204512,0,1,0,PASIR RIS
3786,600408,1.31820397685545,103.74881622665,0,0,0,JURONG EAST
3787,550408,1.34724731259566,103.873453024365,0,0,0,SERANGOON
3788,750408,1.45345895920531,103.817721249079,0,0,1,SEMBAWANG
3789,570408,1.36334651886138,103.834839633876,0,0,0,BISHAN
3790,520408,1.35877855850616,103.945268291852,0,1,0,TAMPINES
3791,730408,1.4288525321363,103.772369185878,0,0,0,WOODLANDS
3792,791408,1.38876434017521,103.876211939865,0,0,0,SENGKANG
3793,792408,1.3890042738829,103.876069073536,0,0,0,SENGKANG
3794,793408,1.38924471342298,103.876556317593,0,0,0,SENGKANG
3795,460409,1.32810291260758,103.932938099482,0,0,0,BEDOK
3796,650409,1.36448899593886,103.745816406222,0,1,0,BUKIT BATOK
3797,680409,1.38112967018954,103.741877152961,0,0,1,CHOA CHU KANG
3798,640409,1.35409792704061,103.725324736878,0,0,1,JURONG WEST
3799,600409,1.31851207644417,103.747372481331,0,0,0,JURONG EAST
3800,510409,1.37291719840656,103.954225824192,0,1,0,PASIR RIS
3801,670409,1.38233492640361,103.767677663417,0,0,0,BUKIT PANJANG
3802,550409,1.34814760717489,103.874419496654,1,0,0,SERANGOON
3803,750409,1.45303321140803,103.817650679888,0,0,1,SEMBAWANG
3804,520409,1.35915579362423,103.945140506761,0,1,0,TAMPINES
3805,791409,1.38906494156565,103.877151925492,0,0,0,SENGKANG
3806,792409,1.38949816122418,103.877011997742,0,0,0,SENGKANG
3807,460041,1.32105071817917,103.94080318215,0,0,0,BEDOK
3808,210041,1.31543762081432,103.849817677057,1,0,0,KALLANG / WHAMPOA
3809,461041,1.32736155573914,103.926119427367,0,0,0,BEDOK
3810,270041,1.30762004852147,103.793463531218,1,0,0,QUEENSTOWN
3811,160041,1.2846906958963,103.831590918207,1,0,0,BUKIT MERAH
3812,380041,1.31685532892182,103.875551269808,1,0,0,GEYLANG
3813,140041,1.29864048083594,103.801939708123,0,0,0,QUEENSTOWN
3814,600041,1.32158737897173,103.740986913838,0,1,0,JURONG EAST
3815,460410,1.32788785914047,103.931835804463,0,0,0,BEDOK
3816,650410,1.36445863795592,103.744991611928,0,0,0,BUKIT BATOK
3817,680410,1.38062798768557,103.741520103731,0,0,0,CHOA CHU KANG
3818,400410,1.31844042901657,103.899852177666,0,0,0,GEYLANG
3819,530410,1.37388589154893,103.894681773728,0,0,0,HOUGANG
3820,640410,1.35367352760289,103.726384287671,0,0,0,JURONG WEST
3821,600410,1.31900921124333,103.747433142313,0,0,0,JURONG EAST
3822,510410,1.37281637140974,103.953933460075,0,1,0,PASIR RIS
3823,670410,1.38249502425508,103.767319126589,0,0,0,BUKIT PANJANG
3824,750410,1.45264774845535,103.817721274232,0,0,1,SEMBAWANG
3825,550410,1.34777896722642,103.873842922123,0,0,0,SERANGOON
3826,520410,1.35877773497643,103.946270788952,0,1,0,TAMPINES
3827,730410,1.42873408236943,103.773488636437,0,0,1,WOODLANDS
3828,760410,1.4263498262218,103.846574295234,0,1,0,YISHUN
3829,791410,1.39005269523174,103.875940509386,0,0,0,SENGKANG
3830,792410,1.38978938889476,103.876096713603,0,0,0,SENGKANG
3831,793410,1.38993920373878,103.876479595851,0,0,0,SENGKANG
3832,460411,1.32830977781597,103.931761785189,0,0,0,BEDOK
3833,650411,1.36411808978519,103.746019995285,0,1,0,BUKIT BATOK
3834,120411,1.31087920188873,103.769572621889,1,0,0,CLEMENTI
3835,680411,1.38105980228791,103.741260166437,0,0,0,CHOA CHU KANG
3836,400411,1.31859419589813,103.899680218483,0,1,0,GEYLANG
3837,530411,1.37409413946214,103.895312625321,0,0,0,HOUGANG
3838,640411,1.35372257124031,103.725202727545,0,0,0,JURONG WEST
3839,600411,1.31902239271028,103.746691863405,0,0,0,JURONG EAST
3840,510411,1.37250231968128,103.95436666146,0,1,0,PASIR RIS
3841,670411,1.38310056220431,103.767566027315,0,0,0,BUKIT PANJANG
3842,750411,1.45219746411589,103.817932344079,0,0,1,SEMBAWANG
3843,550411,1.34845728580359,103.873946828694,1,0,0,SERANGOON
3844,520411,1.35911452071564,103.946078782025,0,1,0,TAMPINES
3845,730411,1.42851421590436,103.772819923302,0,1,1,WOODLANDS
3846,460412,1.32929126082802,103.931090689284,0,0,0,BEDOK
3847,680412,1.38180972459048,103.742381573149,0,0,1,CHOA CHU KANG
3848,400412,1.31831563774111,103.899024728378,0,0,0,GEYLANG
3849,530412,1.374704823057,103.895365669184,0,0,0,HOUGANG
3850,640412,1.35325102149052,103.726140256506,0,0,0,JURONG WEST
3851,510412,1.37338314330641,103.955097085831,0,1,0,PASIR RIS
3852,670412,1.38289762281394,103.768275120432,0,0,0,BUKIT PANJANG
3853,750412,1.45189061357974,103.818160670565,0,0,1,SEMBAWANG
3854,550412,1.34847174655036,103.873273380692,0,0,0,SERANGOON
3855,520412,1.35942515409494,103.946270465728,0,1,0,TAMPINES
3856,730412,1.42814010815124,103.772821890569,0,0,0,WOODLANDS
3857,760412,1.4255314450295,103.84696192053,0,0,0,YISHUN
3858,791412,1.38923123641708,103.877906058862,0,0,0,SENGKANG
3859,792412,1.38972509794045,103.877958882809,0,0,0,SENGKANG
3860,560413,1.36352581163205,103.853675347126,1,0,0,ANG MO KIO
3861,650413,1.36356572674155,103.746596967526,0,0,0,BUKIT BATOK
3862,120413,1.31134730442536,103.771097378247,1,0,0,CLEMENTI
3863,680413,1.38132792158886,103.742568460559,0,0,0,CHOA CHU KANG
3864,400413,1.31851757833444,103.898787544418,0,0,0,GEYLANG
3865,530413,1.37450179829607,103.895709633695,1,0,0,HOUGANG
3866,600413,1.31951010175214,103.747947223669,0,0,0,JURONG EAST
3867,510413,1.37268850051357,103.955507049257,0,1,0,PASIR RIS
3868,670413,1.3823035279606,103.768801155885,0,0,0,BUKIT PANJANG
3869,750413,1.45177042242752,103.817947511696,0,0,1,SEMBAWANG
3870,550413,1.34914801025152,103.873853061746,0,0,0,SERANGOON
3871,520413,1.35945906604301,103.94557471094,0,1,0,TAMPINES
3872,730413,1.42777471473111,103.772774411973,0,1,0,WOODLANDS
3873,760413,1.42496767244191,103.846466267222,0,0,0,YISHUN
3874,791413,1.38930680618338,103.878729319261,0,0,0,SENGKANG
3875,792413,1.38971066595273,103.878686138516,0,0,0,SENGKANG
3876,560414,1.36390466431674,103.853913839503,0,0,0,ANG MO KIO
3877,650414,1.36357610603461,103.74597741135,0,1,0,BUKIT BATOK
3878,120414,1.31158107279643,103.771625045985,0,0,0,CLEMENTI
3879,680414,1.38216660471552,103.742248296899,0,0,0,CHOA CHU KANG
3880,400414,1.31811559287301,103.898220673165,0,0,0,GEYLANG
3881,530414,1.37490432858877,103.895995982843,0,0,0,HOUGANG
3882,640414,1.35281998847227,103.726034867574,0,0,0,JURONG WEST
3883,600414,1.32008314222894,103.747247313974,0,0,0,JURONG EAST
3884,670414,1.38273377745725,103.76905568204,0,0,0,BUKIT PANJANG
3885,550414,1.34880894396479,103.874405968198,1,0,0,SERANGOON
3886,750414,1.45132454894718,103.818031195261,0,0,1,SEMBAWANG
3887,520414,1.35981195619451,103.946549508112,0,1,0,TAMPINES
3888,730414,1.42790632290388,103.773387862138,0,1,1,WOODLANDS
3889,791414,1.38958310807082,103.87947708432,0,0,0,SENGKANG
3890,792414,1.39001961783905,103.879574314696,0,0,0,SENGKANG
3891,560415,1.36445335577543,103.853655233672,0,0,0,ANG MO KIO
3892,460415,1.32964999532963,103.930260606366,0,0,0,BEDOK
3893,650415,1.36326877890118,103.746610701623,0,0,0,BUKIT BATOK
3894,680415,1.38274610888732,103.742446143166,0,0,0,CHOA CHU KANG
3895,400415,1.31822661859534,103.897854941374,0,0,0,GEYLANG
3896,530415,1.37517507468581,103.896537715818,1,0,0,HOUGANG
3897,640415,1.35282431865817,103.724982266808,0,0,0,JURONG WEST
3898,600415,1.32076543342048,103.748258626828,0,0,0,JURONG EAST
3899,510415,1.3719536014019,103.956353802014,0,1,0,PASIR RIS
3900,670415,1.38335905386749,103.768931967946,0,0,0,BUKIT PANJANG
3901,750415,1.45162631706751,103.81857298042,0,0,1,SEMBAWANG
3902,730415,1.42790621947847,103.774008312859,0,0,1,WOODLANDS
3903,760415,1.42444263730394,103.845870092641,0,0,0,YISHUN
3904,791415,1.3890450841015,103.879415312113,0,0,0,SENGKANG
3905,792415,1.38884403585275,103.880083476817,0,0,0,SENGKANG
3906,793415,1.38931984965925,103.88050116533,0,0,0,SENGKANG
3907,560416,1.3645417089084,103.855103690549,1,0,0,ANG MO KIO
3908,460416,1.32840382815915,103.930684870347,0,0,0,BEDOK
3909,650416,1.36323334513612,103.745988532649,0,0,0,BUKIT BATOK
3910,680416,1.38334049587446,103.742083284398,0,0,0,CHOA CHU KANG
3911,400416,1.31796227298756,103.897452715277,0,0,0,GEYLANG
3912,530416,1.37568570260788,103.896283815056,0,0,0,HOUGANG
3913,640416,1.35242591430816,103.725924618185,0,0,0,JURONG WEST
3914,510416,1.37163660120977,103.955620745818,0,1,0,PASIR RIS
3915,600416,1.3210261097978,103.748313133948,0,0,0,JURONG EAST
3916,670416,1.38319686732574,103.76845411079,0,0,0,BUKIT PANJANG
3917,550416,1.35020561451168,103.87481852314,0,0,0,SERANGOON
3918,520416,1.35915490215513,103.947401738253,0,1,0,TAMPINES
3919,730416,1.42836949933467,103.773759968493,0,1,0,WOODLANDS
3920,760416,1.42373289076121,103.846082250956,0,0,0,YISHUN
3921,791416,1.3906119627657,103.879963560438,0,0,0,SENGKANG
3922,792416,1.39048519034443,103.880509545623,0,0,0,SENGKANG
3923,793416,1.38979947929697,103.88064410102,0,0,0,SENGKANG
3924,560417,1.36495953274783,103.855197097728,0,0,0,ANG MO KIO
3925,460417,1.32757551222487,103.930482353534,0,0,0,BEDOK
3926,750417,1.45199817874292,103.819475589257,0,0,1,SEMBAWANG
3927,120417,1.31022566649471,103.770901847179,0,0,0,CLEMENTI
3928,400417,1.31807285075693,103.897087501294,0,0,0,GEYLANG
3929,670417,1.38394433275237,103.768093178816,0,0,0,BUKIT PANJANG
3930,530417,1.37645924477185,103.894857328635,0,0,0,HOUGANG
3931,640417,1.35130933561361,103.727345002671,0,0,0,JURONG WEST
3932,550417,1.34993639393716,103.875055737858,1,0,0,SERANGOON
3933,730417,1.42885830961844,103.774024710128,0,0,0,WOODLANDS
3934,791417,1.39157654101303,103.880697269897,0,0,0,SENGKANG
3935,560418,1.3649460137791,103.854043379775,0,0,0,ANG MO KIO
3936,460418,1.32856421177174,103.930036524233,0,0,0,BEDOK
3937,680418,1.3823730080302,103.741352252705,0,0,0,CHOA CHU KANG
3938,120418,1.31017571904177,103.77000324485,0,0,0,CLEMENTI
3939,670418,1.38431966142748,103.768865859999,0,0,0,BUKIT PANJANG
3940,530418,1.37598297260748,103.895426311766,0,0,0,HOUGANG
3941,640418,1.35114454366715,103.726473130998,0,0,0,JURONG WEST
3942,510418,1.37181108706218,103.95438126271,0,1,1,PASIR RIS
3943,550418,1.34968017478362,103.875279710468,0,0,0,SERANGOON
3944,730418,1.42885742321272,103.774818014083,0,0,0,WOODLANDS
3945,791418,1.39100745746343,103.879606736157,0,0,0,SENGKANG
3946,792418,1.39101485658152,103.880193298835,0,0,0,SENGKANG
3947,793418,1.39095014768306,103.881014689387,0,0,0,SENGKANG
3948,560419,1.36534669720177,103.85415182597,0,0,0,ANG MO KIO
3949,460419,1.32696621417456,103.928135771625,0,0,0,BEDOK
3950,750419,1.45217478366368,103.818827838149,0,0,1,SEMBAWANG
3951,670419,1.38394510110813,103.769613738594,0,0,0,BUKIT PANJANG
3952,530419,1.3761286530375,103.894831285996,1,0,0,HOUGANG
3953,640419,1.3509338709282,103.727172730504,0,0,0,JURONG WEST
3954,550419,1.34920192004095,103.875859701938,1,0,0,SERANGOON
3955,520419,1.35783252178817,103.946726918914,0,1,0,TAMPINES
3956,730419,1.42851420473475,103.774572425077,0,1,1,WOODLANDS
3957,760419,1.42378855512742,103.847302873542,0,0,0,YISHUN
3958,460042,1.32147847826862,103.940721046918,0,0,0,BEDOK
3959,210042,1.31600523636073,103.849791577341,1,0,0,KALLANG / WHAMPOA
3960,390042,1.31041140455932,103.886398004352,1,0,0,GEYLANG
3961,461042,1.32797877350561,103.925804792632,0,0,0,BEDOK
3962,370042,1.32684923967733,103.886293541726,0,0,0,GEYLANG
3963,270042,1.30790383303654,103.792961440964,1,0,0,QUEENSTOWN
3964,320042,1.32714983319586,103.856962444169,0,0,0,KALLANG / WHAMPOA
3965,161042,1.28443456965915,103.831598973038,1,0,0,BUKIT MERAH
3966,380042,1.31700019582001,103.875994635636,1,0,0,GEYLANG
3967,140042,1.29833288584402,103.802299987051,0,0,0,QUEENSTOWN
3968,141042,1.29847005618339,103.798580178027,0,0,0,QUEENSTOWN
3969,381042,1.31666887543625,103.87609745599,1,0,0,GEYLANG
3970,460420,1.32774467875638,103.928874390405,0,0,0,BEDOK
3971,650420,1.36255043035847,103.745770795352,0,0,0,BUKIT BATOK
3972,750420,1.45267974712812,103.818888937745,0,0,1,SEMBAWANG
3973,680420,1.38147127512783,103.741375947485,0,0,0,CHOA CHU KANG
3974,120420,1.31004548976462,103.769123845594,0,0,0,CLEMENTI
3975,670420,1.3846500073791,103.76951726565,0,0,0,BUKIT PANJANG
3976,530420,1.37580558530644,103.894819073452,1,0,0,HOUGANG
3977,640420,1.35057175087713,103.72717276553,0,1,0,JURONG WEST
3978,510420,1.37142743816904,103.954479067916,0,1,0,PASIR RIS
3979,730420,1.42814009724191,103.774574393421,0,0,0,WOODLANDS
3980,560421,1.36538422642267,103.852966961527,1,0,0,ANG MO KIO
3981,460421,1.32825912318808,103.928973650256,0,0,0,BEDOK
3982,650421,1.36251752917877,103.744946684475,0,0,0,BUKIT BATOK
3983,750421,1.45299061364993,103.818532777338,0,0,1,SEMBAWANG
3984,680421,1.38177896881885,103.740747501903,0,0,0,CHOA CHU KANG
3985,120421,1.30909798702908,103.768355913054,0,0,0,CLEMENTI
3986,670421,1.38439637247239,103.770045042926,0,0,0,BUKIT PANJANG
3987,530421,1.37542347327419,103.894728671793,0,0,0,HOUGANG
3988,510421,1.37110521918972,103.954876767473,0,1,0,PASIR RIS
3989,550421,1.348845490498,103.875224639926,1,0,0,SERANGOON
3990,730421,1.42777430170853,103.774621743717,0,0,0,WOODLANDS
3991,560422,1.36799988809778,103.851873942231,1,0,0,ANG MO KIO
3992,460422,1.32868929343533,103.928893754255,0,0,0,BEDOK
3993,650422,1.36218905539241,103.745774940015,0,1,0,BUKIT BATOK
3994,750422,1.45343668669671,103.818449528171,0,0,1,SEMBAWANG
3995,670422,1.38501326288105,103.769678527968,0,0,0,BUKIT PANJANG
3996,530422,1.37477276713529,103.894050578912,0,0,0,HOUGANG
3997,640422,1.3502543792217,103.726390598371,0,0,0,JURONG WEST
3998,520422,1.35731431611461,103.947005050195,0,1,0,TAMPINES
3999,560423,1.36876058776016,103.851771128044,1,0,0,ANG MO KIO
4000,460423,1.32797614118511,103.927565110763,0,0,0,BEDOK
4001,650423,1.36215691970023,103.744946718558,0,0,0,BUKIT BATOK
4002,750423,1.45374132100674,103.818123782511,0,0,1,SEMBAWANG
4003,680423,1.3820241469387,103.740310723833,0,0,0,CHOA CHU KANG
4004,120423,1.30945612208303,103.769918822857,0,0,0,CLEMENTI
4005,670423,1.38539699350939,103.769211131634,0,0,0,BUKIT PANJANG
4006,530423,1.37408160936175,103.893976658926,0,0,0,HOUGANG
4007,640423,1.35086329358711,103.725435180772,0,1,0,JURONG WEST
4008,510423,1.3701664165127,103.954785587471,0,1,0,PASIR RIS
4009,760423,1.42284296540435,103.848313795012,0,0,0,YISHUN
4010,560424,1.36860660305158,103.850808805402,0,0,0,ANG MO KIO
4011,460424,1.32842001017396,103.927482674529,0,0,0,BEDOK
4012,650424,1.36185535796353,103.74553689387,0,0,0,BUKIT BATOK
4013,750424,1.45383269452891,103.818731178228,0,0,1,SEMBAWANG
4014,680424,1.38148303585952,103.740309029232,0,0,0,CHOA CHU KANG
4015,120424,1.30954013201631,103.770500847759,0,0,0,CLEMENTI
4016,670424,1.38573866937106,103.769173144685,0,0,0,BUKIT PANJANG
4017,530424,1.37376540402435,103.89348280785,0,0,0,HOUGANG
4018,640424,1.35105755054314,103.724885928904,0,0,0,JURONG WEST
4019,510424,1.37003389949154,103.954505634101,0,1,0,PASIR RIS
4020,550424,1.34814738936672,103.875590835007,0,0,0,SERANGOON
4021,520424,1.3574700321204,103.948217690385,0,1,0,TAMPINES
4022,762424,1.42324554532359,103.84854187629,0,0,0,YISHUN
4023,763424,1.42325871209596,103.849154996435,0,0,0,YISHUN
4024,560425,1.36912241721255,103.851616057064,1,0,0,ANG MO KIO
4025,460425,1.32936960154503,103.929067536324,0,0,0,BEDOK
4026,650425,1.3618323500025,103.745225942903,0,0,0,BUKIT BATOK
4027,750425,1.4543786727951,103.818678117563,0,0,1,SEMBAWANG
4028,680425,1.38121893045435,103.739482403988,0,0,0,CHOA CHU KANG
4029,120425,1.30962652347548,103.771123130536,0,0,0,CLEMENTI
4030,670425,1.38585799382058,103.769495984289,0,0,0,BUKIT PANJANG
4031,530425,1.37342329350967,103.893600213613,1,0,0,HOUGANG
4032,640425,1.35085080574192,103.724437331849,0,1,0,JURONG WEST
4033,510425,1.36956993932329,103.954864275083,0,1,0,PASIR RIS
4034,550425,1.34812643498708,103.876605097771,1,0,0,SERANGOON
4035,520425,1.3590599438785,103.94818218974,0,1,0,TAMPINES
4036,730425,1.42711319460913,103.773996244241,0,0,0,WOODLANDS
4037,760425,1.42242242128485,103.848326515766,0,0,1,YISHUN
4038,560426,1.36948046776679,103.853309796692,1,0,0,ANG MO KIO
4039,460426,1.32980063275837,103.928985674792,0,0,0,BEDOK
4040,680426,1.38053535977727,103.739234509084,0,0,0,CHOA CHU KANG
4041,120426,1.31158040643011,103.764211279777,0,0,0,CLEMENTI
4042,670426,1.3862212525698,103.769484069418,0,0,0,BUKIT PANJANG
4043,530426,1.37364743760811,103.89309055048,0,0,0,HOUGANG
4044,640426,1.35159139427911,103.72464010393,0,0,0,JURONG WEST
4045,550426,1.34779505728772,103.876022094599,1,0,0,SERANGOON
4046,520426,1.35957478152808,103.947930045838,0,1,1,TAMPINES
4047,730426,1.42711341742034,103.773283188353,0,0,0,WOODLANDS
4048,761426,1.42308082717826,103.846419380158,0,0,1,YISHUN
4049,762426,1.4227214845963,103.846366899948,0,0,0,YISHUN
4050,764426,1.42312201562129,103.84749822076,0,0,0,YISHUN
4051,560427,1.36931185924705,103.854550605629,0,0,0,ANG MO KIO
4052,460427,1.32910888380153,103.92773420389,0,0,0,BEDOK
4053,670427,1.38637062116916,103.76981124939,0,0,0,BUKIT PANJANG
4054,680427,1.38088419447891,103.73976352832,0,0,0,CHOA CHU KANG
4055,120427,1.31197064490002,103.763802999659,0,0,0,CLEMENTI
4056,530427,1.37447080577543,103.893091053432,0,0,0,HOUGANG
4057,640427,1.35131373566097,103.725596710632,0,0,0,JURONG WEST
4058,510427,1.37030649259799,103.956014968641,0,1,0,PASIR RIS
4059,520427,1.35954388945989,103.948530438356,0,1,0,TAMPINES
4060,730427,1.42729507942919,103.772494639198,0,0,0,WOODLANDS
4061,760427,1.42206906919871,103.848091765572,0,0,1,YISHUN
4062,560428,1.36893906457102,103.854412288513,1,0,0,ANG MO KIO
4063,460428,1.32953994162628,103.9276500842,0,0,0,BEDOK
4064,670428,1.38671359425711,103.769773159389,0,0,0,BUKIT PANJANG
4065,680428,1.38123953345099,103.739992955985,0,0,0,CHOA CHU KANG
4066,120428,1.31251199063401,103.763268836507,0,0,0,CLEMENTI
4067,530428,1.37499448536857,103.893254965962,0,0,0,HOUGANG
4068,640428,1.35159913494273,103.725287626291,0,0,0,JURONG WEST
4069,510428,1.36938405176505,103.95649211363,0,1,0,PASIR RIS
4070,730428,1.42698292390675,103.772578475525,0,0,1,WOODLANDS
4071,762428,1.42207815400064,103.847233385196,0,0,0,YISHUN
4072,560429,1.36908945810878,103.853421470221,1,0,0,ANG MO KIO
4073,670429,1.38683387310593,103.770094860892,0,0,0,BUKIT PANJANG
4074,680429,1.38274325486337,103.740135563152,0,0,0,CHOA CHU KANG
4075,120429,1.31291218870832,103.762860973019,0,0,0,CLEMENTI
4076,530429,1.37543488475803,103.893743438459,0,0,0,HOUGANG
4077,510429,1.37007368495954,103.956730877173,0,1,0,PASIR RIS
4078,520429,1.3590857124975,103.949767162999,0,1,0,TAMPINES
4079,730429,1.42661684900233,103.772948569562,0,0,0,WOODLANDS
4080,761429,1.42209731725453,103.849560369299,0,0,0,YISHUN
4081,762429,1.42171591948582,103.849243699301,0,0,1,YISHUN
4082,460043,1.32154128092741,103.94159328974,0,0,0,BEDOK
4083,330043,1.32112499272338,103.865833285976,0,0,0,KALLANG / WHAMPOA
4084,461043,1.32834668503077,103.925654810377,0,0,0,BEDOK
4085,370043,1.32648228290473,103.885544901533,0,0,0,GEYLANG
4086,270043,1.30743411126247,103.792897574712,1,0,0,QUEENSTOWN
4087,320043,1.32706129594152,103.857074784242,0,0,0,KALLANG / WHAMPOA
4088,150043,1.28695540244624,103.811000756246,0,0,0,BUKIT MERAH
4089,310043,1.3359069234545,103.854314596382,1,0,0,TOA PAYOH
4090,440043,1.3055188809192,103.913021967404,0,0,0,MARINE PARADE
4091,160043,1.28467056650891,103.831049307715,1,0,0,BUKIT MERAH
4092,380043,1.31716058404978,103.876582889534,1,0,0,GEYLANG
4093,141043,1.29809677101957,103.802598087788,0,0,0,QUEENSTOWN
4094,142043,1.29871092283081,103.798579967767,0,0,0,QUEENSTOWN
4095,381043,1.31681884371364,103.876639624866,1,0,0,GEYLANG
4096,560430,1.36899287777802,103.85276134968,0,0,0,ANG MO KIO
4097,670430,1.38664061678035,103.770534452658,0,1,0,BUKIT PANJANG
4098,680430,1.38391802750636,103.741090395244,0,0,0,CHOA CHU KANG
4099,530430,1.37532106170398,103.893261128732,0,0,0,HOUGANG
4100,640430,1.3519543113972,103.725622636589,0,0,0,JURONG WEST
4101,520430,1.35955258080538,103.950148194163,0,1,0,TAMPINES
4102,791430,1.39387016239186,103.878517201425,0,0,0,SENGKANG
4103,792430,1.39390769406304,103.8782232872,0,0,0,SENGKANG
4104,762430,1.42098709730833,103.848612654306,0,0,0,YISHUN
4105,793430,1.39458976282864,103.878281439779,0,0,0,SENGKANG
4106,794430,1.3948267807044,103.878003319945,0,0,0,SENGKANG
